23990483	WBHomeEnt	CA	58748818	zach_roerig	
23990483	WBHomeEnt	CA	87318558	AADaddario	
23990483	WBHomeEnt	CA	122805750	carlagugino	
23990483	WBHomeEnt	CA	123585931	alextorrr	
23990483	WBHomeEnt	CA	1939017829	mkmalarkey	
23990483	WBHomeEnt	CA	24574039	ErnestoRiley	
23990483	WBHomeEnt	CA	449349346	BradBirdA113	CA
23990483	WBHomeEnt	CA	369206130	SarahSoWitty	CA
23990483	WBHomeEnt	CA	30282704	Mark_Sheppard	
23990483	WBHomeEnt	CA	59703952	OsricChau	
23990483	WBHomeEnt	CA	116838461	RuthieConnell	CA
23990483	WBHomeEnt	CA	933128688	curtisisbooger	
23990483	WBHomeEnt	CA	382218838	TheJimMichaels	
20922781	StevieKrug	CO	1623606978	KKCDallas	
20922781	StevieKrug	CO	3415305573	brock_mckinsey	
20922781	StevieKrug	CO	2290146017	cjfwifey	
20922781	StevieKrug	CO	224353486	philleenmeskin	
20922781	StevieKrug	CO	2237989560	msanford52	
20922781	StevieKrug	CO	27797892	ThomasETrue	CA
20922781	StevieKrug	CO	269376134	gerald_turpin	CA
20922781	StevieKrug	CO	329983787	NealAtkin	
20922781	StevieKrug	CO	88319005	QuixoticMoose	
20922781	StevieKrug	CO	159910925	JohnnieFzWalker	
20922781	StevieKrug	CO	511328324	flyingthumbs	
20922781	StevieKrug	CO	2908576324	boyerhome	
20922781	StevieKrug	CO	505195537	AlanFuhrman	
20922781	StevieKrug	CO	24037501	tripperscott	
20922781	StevieKrug	CO	182531204	davidvoda	CA
20922781	StevieKrug	CO	18203697	janeengle	
20922781	StevieKrug	CO	448550404	psubeav	
20922781	StevieKrug	CO	618351716	KariHicks3	
20922781	StevieKrug	CO	328275678	1Geist	
20922781	StevieKrug	CO	245223402	LoriKallenberg	NY
20922781	StevieKrug	CO	179688231	Bruce_Mims	AZ
20922781	StevieKrug	CO	25031897	julianjules	
20922781	StevieKrug	CO	22461427	alyankovic	
20922781	StevieKrug	CO	783214		twitter		CA
20922781	StevieKrug	CO	19087330	navyslang	
20922781	StevieKrug	CO	17758656	yensid98	CA
20922781	StevieKrug	CO	19029137	BrentSpiner	CA
20922781	StevieKrug	CO	14735100	attebury	OR
20922781	StevieKrug	CO	36933993	kfuhrman83	PA
20922781	StevieKrug	CO	18909480	lojoz	
20922781	StevieKrug	CO	15786137	harajukuroxy	
20922781	StevieKrug	CO	19660686	BridyDesigns	NY
20922781	StevieKrug	CO	16397742	CorvidCastle	
16941814	greatestoceans	CA	178812809	IAMLenaHeadey	
16941814	greatestoceans	CA	90084099	caricevhouten	
16941814	greatestoceans	CA	1723671666	RyanMiller3039	
16941814	greatestoceans	CA	328810158	strombone1	
16941814	greatestoceans	CA	484390754	eddielack	
16941814	greatestoceans	CA	3256937514	13KCliffy	CA
16941814	greatestoceans	CA	62513246	jk_rowling	
16941814	greatestoceans	CA	562381032	iamrashidajones	
16941814	greatestoceans	CA	34886346	LauraJaneGrace	
16941814	greatestoceans	CA	92717138	idriselba	
16941814	greatestoceans	CA	104969057	IanMcKellen	
16941814	greatestoceans	CA	361270172	Antho	
16941814	greatestoceans	CA	580097412	ChrisEvans	LA
16941814	greatestoceans	CA	15687962	Marvel	 	NY
16941814	greatestoceans	CA	47786101	RobertDowneyJr	
16941814	greatestoceans	CA	41135738	MonarchsHockey	
16941814	greatestoceans	CA	373739902	nabber03	 
16941814	greatestoceans	CA	15663407	frozenroyalty	CA
16941814	greatestoceans	CA	284674366	teamlastore	CA
16941814	greatestoceans	CA	3013651669	LAKingsHistory	CA 
16941814	greatestoceans	CA	1321550167	PumperNicholl	
16941814	greatestoceans	CA	48785884	clarkgregg	
16941814	greatestoceans	CA	393987775	Lil_Henstridge	
16941814	greatestoceans	CA	153457964	jedwhedon	
16941814	greatestoceans	CA	61083773	MingNa	Always on top
16941814	greatestoceans	CA	16551788	Rich_Hammond	
16941814	greatestoceans	CA	79293791	rihanna	ANTI
16941814	greatestoceans	CA	289459291	TJOshie77	MN
16941814	greatestoceans	CA	20793816	amazon		WA
16941814	greatestoceans	CA	22976125	StLouisBlues	MO
16941814	greatestoceans	CA	18671559	edgarwright	
16941814	greatestoceans	CA	29264626	PredsNHL	
16941814	greatestoceans	CA	274673392	Chase	 	NY
16941814	greatestoceans	CA	15361389	EdmontonOilers	
16941814	greatestoceans	CA	29460627	FlaPanthers	FL
16941814	greatestoceans	CA	16332223	RAIDERS		CA
16941814	greatestoceans	CA	16900536	unfoRETTAble	
16941814	greatestoceans	CA	16131275	SURS	 	NY
16941814	greatestoceans	CA	2884185331	GustlTweets	
16941814	greatestoceans	CA	813286		BarackObama	DC
16941814	greatestoceans	CA	146290693	ColinHanks	
16941814	greatestoceans	CA	77958511	theroyalhalf	
16941814	greatestoceans	CA	1270491402	DarylEvans15	CA 
16941814	greatestoceans	CA	708932977	KealieMardell	
16941814	greatestoceans	CA	50004938	NHL	
16941814	greatestoceans	CA	492690986	KingsMenPodcast	
16941814	greatestoceans	CA	2258238908	martin_jones31	 
16941814	greatestoceans	CA	17919972	taylorswift13	
16941814	greatestoceans	CA	39328369	LAKingsIceCrew	CA
16941814	greatestoceans	CA	17968886	epitaphrecords	CA
16941814	greatestoceans	CA	103987673	Patrick_ONeal	CA
16941814	greatestoceans	CA	398098355	keeperofthecup	
16941814	greatestoceans	CA	50321609	AllieKayBand	
16941814	greatestoceans	CA	74669397	billyeichner	
16941814	greatestoceans	CA	1692230930	LAKingsPR	CA
16941814	greatestoceans	CA	33041426	daxshepard1	LA
16941814	greatestoceans	CA	1715051		SethGreen	
16941814	greatestoceans	CA	169686021	ka		NY
16941814	greatestoceans	CA	14939981	questlove	
16941814	greatestoceans	CA	23497233	Sia	
16941814	greatestoceans	CA	244293586	RealMichelleT	NY
16941814	greatestoceans	CA	66528154	mikeshinoda	
16941814	greatestoceans	CA	17344075	gerardway	
16941814	greatestoceans	CA	236481094	KingsVision	CA
16941814	greatestoceans	CA	298711673	JimFox19	
16941814	greatestoceans	CA	1090491589	dewyy8	
16941814	greatestoceans	CA	205938397	BaileyLAKings	
16941814	greatestoceans	CA	2727469914	JeffCarter_77	
16941814	greatestoceans	CA	38523886	tannerjpearson	CA
16941814	greatestoceans	CA	276811721	tytoff16	
16941814	greatestoceans	CA	107593607	MGaborik12	
16941814	greatestoceans	CA	78975783	lakingsinsider	CA
16941814	greatestoceans	CA	198693792	MRichie_10	
16941814	greatestoceans	CA	374253257	trevorlewis22	
16941814	greatestoceans	CA	872789472	Willie_Mitch33	
16941814	greatestoceans	CA	355309454	amartinez_27	
16941814	greatestoceans	CA	69827637	AnzeKopitar	
16941814	greatestoceans	CA	317338639	JonathanQuick32	
16941814	greatestoceans	CA	21662960	DustinBrown23	
16941814	greatestoceans	CA	16212952	falloutboy	IL
16941814	greatestoceans	CA	15515656	ChloeBennet4	IL
16941814	greatestoceans	CA	344779704	HaileeSteinfeld	
16941814	greatestoceans	CA	207831555	dmndyouth	MD
16941814	greatestoceans	CA	40245758	AMCTheatres	
16941814	greatestoceans	CA	1736663305	IndiaHouseLB	CA
16941814	greatestoceans	CA	332638587	aaronpaul_8	
16941814	greatestoceans	CA	237845487	GeorgeTakei	NY
16941814	greatestoceans	CA	1112465706	AgentsofSHIELD	
16941814	greatestoceans	CA	65289126	TheRealStanLee	
16941814	greatestoceans	CA	555448499	CobieSmulders	CA
16941814	greatestoceans	CA	100322679	SophieT	
16941814	greatestoceans	CA	101798589	Maisie_Williams	
16941814	greatestoceans	CA	250831586	TheRock	
16941814	greatestoceans	CA	19081351	qotsa	
16941814	greatestoceans	CA	3013511		michellebranch	
16941814	greatestoceans	CA	16264006	petewentz	
16941814	greatestoceans	CA	443215941	Sethrogen	
16941814	greatestoceans	CA	180463340	GameOfThrones	
16941814	greatestoceans	CA	59949396	AnnaKendrick47	
16941814	greatestoceans	CA	166739404	EmWatson	
16941814	greatestoceans	CA	882854779	csulbUMS	CA
16941814	greatestoceans	CA	406688524	emLAarmstrong	CA
16941814	greatestoceans	CA	18219730	igotsole	CA
16941814	greatestoceans	CA	6273762		theroxy	West 	CA
16941814	greatestoceans	CA	17654192	justinmj	CA
16941814	greatestoceans	CA	20796323	IlanRubin	CA
16941814	greatestoceans	CA	17693277	TayJardine	NY
16941814	greatestoceans	CA	140644567	acceptanceband	WA
16941814	greatestoceans	CA	16519049	KevinLyman	
16941814	greatestoceans	CA	116056728	SaveTheSperels	
16941814	greatestoceans	CA	172896656	Yellowcard	
16941814	greatestoceans	CA	52144222	everytimeidie	
16941814	greatestoceans	CA	15840846	SensesFail	
16941814	greatestoceans	CA	121962300	HeyitsFCC	CA
16941814	greatestoceans	CA	54832863	FrankieLindia	CA
16941814	greatestoceans	CA	19013887	LAKings	CA
16941814	greatestoceans	CA	56927066	donald_faison	
16941814	greatestoceans	CA	525782519	JADEDPUNKHULK	
16941814	greatestoceans	CA	19879313	evilhag	hell swamp
16941814	greatestoceans	CA	29329650	MekennaMelvin	
16941814	greatestoceans	CA	68850939	AtomicRecordsLA	
16941814	greatestoceans	CA	567813270	HopefulKnight	
16941814	greatestoceans	CA	103755670	drewberinger	
16941814	greatestoceans	CA	26565946	jtimberlake	TN
16941814	greatestoceans	CA	76997832	zachbraff	
16941814	greatestoceans	CA	165511377	AndyRichter	
16941814	greatestoceans	CA	139162440	pattonoswalt	
16941814	greatestoceans	CA	36663339	deathoftheparty	NY
16941814	greatestoceans	CA	35649837	deadsara	
16941814	greatestoceans	CA	75974281	SamuelLJackson	
16941814	greatestoceans	CA	228794007	IamDonCheadle	
16941814	greatestoceans	CA	53297035	IMKristenBell	CA 
16941814	greatestoceans	CA	286795905	Dancing_Fighter	
16941814	greatestoceans	CA	23421193	DCpierson	CA
16941814	greatestoceans	CA	7322672		dominicdierkes	CA
16941814	greatestoceans	CA	412825293	CloneTravis	
16941814	greatestoceans	CA	21954529	MartinStarr	
16941814	greatestoceans	CA	27022632	rejectedjokes	CA
16941814	greatestoceans	CA	100312878	brandnewrock	NY
16941814	greatestoceans	CA	31312972	mradamscott	
16941814	greatestoceans	CA	62589395	IMDbTV	
19081949	oicStars	CA	33712206	EvelynTaft	
19081949	oicStars	CA	89602531	RickGarciaNews	
19081949	oicStars	CA	15686484	AmberLeeNews	CA
19081949	oicStars	CA	130967186	SharonTay888	
19081949	oicStars	CA	84124647	StephatCBS2	
19081949	oicStars	CA	59378077	CHPsouthern	 
19081949	oicStars	CA	1442375030	LifeBelowZeroPT	
19081949	oicStars	CA	2153719345	LifeBelowZeroTV	
19081949	oicStars	CA	25073877	realDonaldTrump	NY
19081949	oicStars	CA	3349543188	JeniusEzell	TX
19081949	oicStars	CA	44945327	Franklin_Graham	
19081949	oicStars	CA	134196350	flightradar24	
19081949	oicStars	CA	18847632	U2	
19081949	oicStars	CA	37840190	U2TOURFANS	NY
19081949	oicStars	CA	786764		bbcworldservice	
19081949	oicStars	CA	17919393	W7VOA	
19081949	oicStars	CA	3167195552	NorthmenPK	
19081949	oicStars	CA	63291287	REALStaceyDash	
19081949	oicStars	CA	495486267	AdrianTitan23	
19081949	oicStars	CA	17061263	neta	NYahu	
19081949	oicStars	CA	102467108	E_SGVScanner	
19081949	oicStars	CA	35474809	Peggynoonan	NY
19081949	oicStars	CA	95658198	thedunwells	
19081949	oicStars	CA	1087395890	iamnalacat	
19081949	oicStars	CA	2565853348	JessaSeewald	
19081949	oicStars	CA	17795275	LAZoo	
19081949	oicStars	CA	18458941	finkylinky	
19081949	oicStars	CA	75595790	CharleysMissing	
19081949	oicStars	CA	19013887	LAKings	CA
19081949	oicStars	CA	2400958227	Anna_Duggar	DC
19081949	oicStars	CA	2353733644	jesspelletier_	
19081949	oicStars	CA	482506246	JennPelletier3	
19081949	oicStars	CA	68768019	derick4Him	AR
19081949	oicStars	CA	2418209232	jillmdillard	AR
19081949	oicStars	CA	876423338	JuliusBlumberg	
19081949	oicStars	CA	19312573	SGVTribune	CA
19081949	oicStars	CA	147118819	mummyto2kids	CA
19081949	oicStars	CA	2389477621	TrafficNBCLA	CA
19081949	oicStars	CA	82033951	joshduggar	DC
19081949	oicStars	CA	475988505	GeorgeHWBush	TX
19081949	oicStars	CA	1437159846	AnnaDuggar	DC
19081949	oicStars	CA	2174203453	duggarfam	AR
19081949	oicStars	CA	813784075	BenSeewald	
19081949	oicStars	CA	1181077105	DavidNCil	
19081949	oicStars	CA	27127111	charmoon	CO
19081949	oicStars	CA	1152279248	EarthPix	
19081949	oicStars	CA	10774652	theblaze	NY
19081949	oicStars	CA	179245596	DavidLimbaugh	
19081949	oicStars	CA	1709993712	rushrevere	
19081949	oicStars	CA	193757722	DowntonAbbey	 
19081949	oicStars	CA	122765125	theLadyGrantham	
19081949	oicStars	CA	45251373	JonathanJoly	
19081949	oicStars	CA	173650167	alainwhyte	
19081949	oicStars	CA	612473		BBCNews	
19081949	oicStars	CA	22047070	limbaugh	
19081949	oicStars	CA	28171935	tlcontlc	TX
19081949	oicStars	CA	403632664	ReallyBillKlein	TX
19081949	oicStars	CA	605824568	JenArnoldMD	TX
19081949	oicStars	CA	163131633	KWBFanPage	CA
19081949	oicStars	CA	238193451	FindBenNeedham	
19081949	oicStars	CA	78523300	RealJamesWoods	
19081949	oicStars	CA	148841925	The_LorettaLynn	TN
19081949	oicStars	CA	279169434	TheCrystalGayle	TN
19081949	oicStars	CA	631478663	ABCNetwork	
19081949	oicStars	CA	1708267974	HollywoodBabel	LA
19081949	oicStars	CA	1582853809	HistoryInPics	
19081949	oicStars	CA	299893453	BurbankCA	CA
19081949	oicStars	CA	23043294	Dodgers	
19081949	oicStars	CA	248917209	hwinkler4real	CA
19081949	oicStars	CA	1373486120	MelBrooks	
19081949	oicStars	CA	80937511	BobNewhart	CA
19081949	oicStars	CA	14824849	SteveMartinToGo	
19081949	oicStars	CA	262543492	iammrvandy	
19081949	oicStars	CA	82713573	DineTheresas	CA
19081949	oicStars	CA	43283406	MrsSOsbourne	
19081949	oicStars	CA	43269420	JackOsbourne	CA
19081949	oicStars	CA	28785486	ABC		NY
19081949	oicStars	CA	5402612		BBCBreaking	
19081949	oicStars	CA	774393817	NewsBreaker	
19081949	oicStars	CA	14942701	BindiIrwin	 
19081949	oicStars	CA	51241574	AP	
19081949	oicStars	CA	283895895	LAScanner	
19081949	oicStars	CA	15925193	AnnaSaccone	
19081949	oicStars	CA	17454769	glennbeck	NY
19081949	oicStars	CA	324398730	DougONeill1	
19081949	oicStars	CA	54245524	ISNJH	
21375816	TyphoidAnnie		72097925	Losangeleshaunt	
21375816	TyphoidAnnie		1057037611	foodstirs	CA
21375816	TyphoidAnnie		18853142	gabe_dylan	
21375816	TyphoidAnnie		33578424	UniStudios	CA
21375816	TyphoidAnnie		3303678356	theadampq	
21375816	TyphoidAnnie		61346129	FYFFEST	
21375816	TyphoidAnnie		2813652210	MeowTheJewels	
21375816	TyphoidAnnie		15190378	lorrainecink	NY
21375816	TyphoidAnnie		23155154	MPhilly015	CA
21375816	TyphoidAnnie		15484301	doriancollier	CA
21375816	TyphoidAnnie		5976992		kellysue	OR
21375816	TyphoidAnnie		276811470	TaylorNPrice	
21375816	TyphoidAnnie		76231847	Jawiin		CA
21375816	TyphoidAnnie		2707577815	GtGAdam		MO
21375816	TyphoidAnnie		14910027	JordanLyall	CA
21375816	TyphoidAnnie		596697502	jacknife_33	
21375816	TyphoidAnnie		17927954	asouers	
21375816	TyphoidAnnie		77122191	NewAmsterdamn	CA
21375816	TyphoidAnnie		80127034	SharonHorgan	
21375816	TyphoidAnnie		36088191	1iota	
21375816	TyphoidAnnie		2244257444	OffTracRob	
21375816	TyphoidAnnie		24289404	JaimieAlexander	
21375816	TyphoidAnnie		27826072	PSGraffiti	
21375816	TyphoidAnnie		261398091	ashlynanstee	
21375816	TyphoidAnnie		384031846	BaruchelNDG	
21375816	TyphoidAnnie		19098960	BeTheMatch	
21375816	TyphoidAnnie		814835581	iambjbritt	
21375816	TyphoidAnnie		258736912	thedarkness	
21375816	TyphoidAnnie		2473085666	LegionofLeia	
21375816	TyphoidAnnie		56436152	Carrie_Rachel	
21375816	TyphoidAnnie		2866358558	GoldenGirlsTNG	
21375816	TyphoidAnnie		3305791		xtinehlee	
21375816	TyphoidAnnie		596912223	IAMLILBUB	IN
21375816	TyphoidAnnie		282539922	loopdeloopaloop	
21375816	TyphoidAnnie		19726058	RiotFest	
21375816	TyphoidAnnie		13007812	whedonesque	
21375816	TyphoidAnnie		1137700339	gates_mcfadden	
21375816	TyphoidAnnie		1378000488	OriginalFunko	WA
21375816	TyphoidAnnie		709226545	lootcrate	CA
21375816	TyphoidAnnie		25020437	KTANCH	
21375816	TyphoidAnnie		174878986	kittybungalow	CA
21375816	TyphoidAnnie		100322679	SophieT	
21375816	TyphoidAnnie		101798589	Maisie_Williams	
21375816	TyphoidAnnie		323030026	dosadood	CA
21375816	TyphoidAnnie		602993818	MsSarahPaulson	NY
21375816	TyphoidAnnie		2670449197	leepace	
21375816	TyphoidAnnie		78482616	HasbroNews	
21375816	TyphoidAnnie		25246760	jonlajoiecomedy	LA
21375816	TyphoidAnnie		282392576	GroovyBruce	
21375816	TyphoidAnnie		325832193	jonathansfrakes	
21375816	TyphoidAnnie		19029137	BrentSpiner	CA
21375816	TyphoidAnnie		561754773	akaWorf	
21375816	TyphoidAnnie		1323187164	Marina_Sirtis	
21375816	TyphoidAnnie		744867883	SHIELDtv	
21375816	TyphoidAnnie		161864402	trekfm	
21375816	TyphoidAnnie		609688553	laina622	
21375816	TyphoidAnnie		17750231	nicksummers	
21375816	TyphoidAnnie		2462907158	OzzyManReviews	
21375816	TyphoidAnnie		236900428	overboardhumor	
21375816	TyphoidAnnie		2359926157	CIA		VA
21375816	TyphoidAnnie		23041522	VinelandDriveIn	CA
21375816	TyphoidAnnie		393987775	Lil_Henstridge	
21375816	TyphoidAnnie		61083773	MingNa	
21375816	TyphoidAnnie		17275529	emeraldcitycon	WA
21375816	TyphoidAnnie		26281970	Official_PAX	
21375816	TyphoidAnnie		1416339126	IMBrettDalton	
21375816	TyphoidAnnie		354133033	catsofinstagram	
21375816	TyphoidAnnie		388426142	IAmMarkManson	
21375816	TyphoidAnnie		233379824	ericaputze	
21375816	TyphoidAnnie		1884429685	BadWordsMovie	
21375816	TyphoidAnnie		54131291	PeteVenters	WA
21375816	TyphoidAnnie		93523126	Spen		NY
21375816	TyphoidAnnie		16391737	ken	
21375816	TyphoidAnnie		495074432	StarTrek_DST	
21375816	TyphoidAnnie		1445691252	TheLastSpaceman	
21375816	TyphoidAnnie		945220710	DisneylandToday	CA
21375816	TyphoidAnnie		1603419038	Schultz44	DC
21375816	TyphoidAnnie		104937383	bluthquotes	
21375816	TyphoidAnnie		740895416	NightValeRadio	
21375816	TyphoidAnnie		14111650	skydart	
21375816	TyphoidAnnie		509531549	TopherGrace	
21375816	TyphoidAnnie		204688509	LauraPrepon	CA
21375816	TyphoidAnnie		206960883	MeredithGLevine	
21375816	TyphoidAnnie		1924364738	SarahMGellar	
21375816	TyphoidAnnie		1306255004	SMC_PTK		CA
21375816	TyphoidAnnie		1450473044	NOWishgames	WA
21375816	TyphoidAnnie		109779429	Rai	
21375816	TyphoidAnnie		622214601	TotalDisruption	
21375816	TyphoidAnnie		1447535030	TerrifyingPics	
21375816	TyphoidAnnie		144040563	GearsViking	
21375816	TyphoidAnnie		1640799205	nerdstronggym	CA
21375816	TyphoidAnnie		18664611	SMCPolitics	CA
21375816	TyphoidAnnie		376617377	spidarmen	
21375816	TyphoidAnnie		538584246	DinosaurDracula NY
21375816	TyphoidAnnie		16619881	teefury		CA
21375816	TyphoidAnnie		69981632	VidCon	
21375816	TyphoidAnnie		1303061150	Courtneedray	CA
21375816	TyphoidAnnie		434725454	TroyBakerVA	
21375816	TyphoidAnnie		321726789	GeekyHooker	TX
21375816	TyphoidAnnie		49690705	ParksAndCons	CA
21375816	TyphoidAnnie		18396070	levarburton	CA
21375816	TyphoidAnnie		784647		veronicamars	CA
21375816	TyphoidAnnie		9942272	a	NYlaurie16	LA
21375816	TyphoidAnnie		355906128	wendydavis	TX
21375816	TyphoidAnnie		37517004	tomlenk		CA
21375816	TyphoidAnnie		1486285009	AlexisDenisof	
21375816	TyphoidAnnie		1455486151	VaporStarter	
21375816	TyphoidAnnie		586671909	vine	
21375816	TyphoidAnnie		37440018	CatchTwentyDu	CA 
21375816	TyphoidAnnie		240555775	ArdaWigs	IL
21375816	TyphoidAnnie		21356261	BigBoyler	
21375816	TyphoidAnnie		118614063	AdamFeuerberg	CA
21375816	TyphoidAnnie		408145258	TheTi	
21375816	TyphoidAnnie		1250191058	arresteddev	
21375816	TyphoidAnnie		1426841658	PhilYesPhil	
21375816	TyphoidAnnie		1112465706	AgentsofSHIELD	
21375816	TyphoidAnnie		1002778975	RealSAlexander	
21375816	TyphoidAnnie		16665995	Oliver_Vaquer	
21375816	TyphoidAnnie		526911841	stfoodcinema	
21375816	TyphoidAnnie		19721040	TheDandyWarhols	
21375816	TyphoidAnnie		23206141	duplaselton	
21375816	TyphoidAnnie		1904841		cecilgene	AZ
21375816	TyphoidAnnie		106828121	DaveNapoli	CA
21375816	TyphoidAnnie		169973532	gamenightguys	AZ
21375816	TyphoidAnnie		20279424	theCHIVE	TX
21375816	TyphoidAnnie		22931893	sethmnookin	MA
21375816	TyphoidAnnie		252741081	GTGamesLLC	
21375816	TyphoidAnnie		970389937	AliMinus20	NJ
21375816	TyphoidAnnie		18666623	drewholmes	
21375816	TyphoidAnnie		17865580	flatlinejack	CA
21375816	TyphoidAnnie		64488804	IGLevine	MA
21375816	TyphoidAnnie		45862504	IrrationalGames	MA
21375816	TyphoidAnnie		22643137	MoTancharoen	CA
21375816	TyphoidAnnie		48785884	clarkgregg	
21375816	TyphoidAnnie		1242601483	MuchAdoFilm	
21375816	TyphoidAnnie		15656575	CABrowncoats	CA
21375816	TyphoidAnnie		204870137	wizards_magic	WA
21375816	TyphoidAnnie		1209698683	TyphoidSisters	
21375816	TyphoidAnnie		974126456	HallHLine	
21375816	TyphoidAnnie		383493565	MarkDuplass	
21375816	TyphoidAnnie		65502818	justjenn	
21375816	TyphoidAnnie		219088787	USofJR		CA
21375816	TyphoidAnnie		41474889	SMC_edu		CA
21375816	TyphoidAnnie		16734404	sdzombiewalk	CA
21375816	TyphoidAnnie		23352907	allthathowl	
21375816	TyphoidAnnie		19880458	lunatefossa	CA
21375816	TyphoidAnnie		17358750	ericgarcetti	
21375816	TyphoidAnnie		188616009	Sohinki	CA
21375816	TyphoidAnnie		32707312	CrumbsBakeShop	NY 
21375816	TyphoidAnnie		239675358	ricocolantoni	
21375816	TyphoidAnnie		143922679	RobThomas	TX
21375816	TyphoidAnnie		344226126	OutsideComicCon	CA
21375816	TyphoidAnnie		262216372	comicconblog	IL
21375816	TyphoidAnnie		1161678540	CaveBrawl	
21375816	TyphoidAnnie		214581213	MarcoMannone	
21375816	TyphoidAnnie		295277375	LouJohnB	
21375816	TyphoidAnnie		31239408	Beyonce	
21375816	TyphoidAnnie		62396008	BlackMilkTweets	
21375816	TyphoidAnnie		16900044	WonderCon	
21375816	TyphoidAnnie		9811502		jasonrapp	
21375816	TyphoidAnnie		23027237	nickkroll	
21375816	TyphoidAnnie		14426048	jeffcannata	CA
21375816	TyphoidAnnie		33051095	edwardjolmos	
21375816	TyphoidAnnie		113420831	PressSec	DC
21375816	TyphoidAnnie		30313925	WhiteHouse	DC
21375816	TyphoidAnnie		975019010	thelegfist	
21375816	TyphoidAnnie		36728196	BarbaraCorcoran	NY 
21375816	TyphoidAnnie		602317143	SirPatStew	
21375816	TyphoidAnnie		476340081	StoryBots	CA
21375816	TyphoidAnnie		30614676	alydenisof	
21375816	TyphoidAnnie		15808765	CoryBooker	NJ
21375816	TyphoidAnnie		813286		BarackObama	DC
21375816	TyphoidAnnie		65289126	TheRealStanLee	
21375816	TyphoidAnnie		19697415	billmaher	
21375816	TyphoidAnnie		180505807	instagram	
21375816	TyphoidAnnie		40040813	DisneyFoodBlog	
21375816	TyphoidAnnie		77282988	thealisonbecker	
21375816	TyphoidAnnie		213090101	jaugustrichards	
21375816	TyphoidAnnie		20273211	Antho	
21375816	TyphoidAnnie		454309617	SaffiCauthon	
21375816	TyphoidAnnie		57995617	emmacaulfield	
21375816	TyphoidAnnie		27754737	TeaPartyCat	
21375816	TyphoidAnnie		409486555	MichelleObama	
21375816	TyphoidAnnie		15109390	vidlit		CA
21375816	TyphoidAnnie		15111389	breagrant	
21375816	TyphoidAnnie		17199144	pingoman	
21375816	TyphoidAnnie		224809136	StanLeeComikaze	CA
21375816	TyphoidAnnie		36620039	clifflloret	CA
21375816	TyphoidAnnie		12616		johnaugust	CA
21375816	TyphoidAnnie		110365072	GordonRamsay	
21375816	TyphoidAnnie		332638587	aaronpaul_8	
21375816	TyphoidAnnie		15467052	JossWhedonFans	
21375816	TyphoidAnnie		134668186	AmyAcker	
21375816	TyphoidAnnie		44228076	SD_Comic_Con	CA
21375816	TyphoidAnnie		153457964	jedwhedon	
21375816	TyphoidAnnie		39689218	mishacollins	
21375816	TyphoidAnnie		32122637	EatThisNotThat	NY
21375816	TyphoidAnnie		225096034	TheMarySue	NY
21375816	TyphoidAnnie		14167540	muskrat_john	WI
21375816	TyphoidAnnie		15968048	GeekNation	
21375816	TyphoidAnnie		20015311	rickygervais	
21375816	TyphoidAnnie		316881789	DuffsCakemix	
21375816	TyphoidAnnie		48027925	JaneEspenson	
21375816	TyphoidAnnie		156453883	Crazy4ComicCon	
21375816	TyphoidAnnie		618414095	ScienceAt	
21375816	TyphoidAnnie		274626857	tweetbot	
21375816	TyphoidAnnie		257713856	Firefly10th	
21375816	TyphoidAnnie		135600905	KaiGGe	
21375816	TyphoidAnnie		196013643	AllCharisma	
21375816	TyphoidAnnie		30345764	BretEastonEllis	
21375816	TyphoidAnnie		76044720	JM_Live	
21375816	TyphoidAnnie		275215221	David_Boreanaz	
21375816	TyphoidAnnie		61524920	theoneringnet	WI
21375816	TyphoidAnnie		313916789	Duff_Goldman	CA
21375816	TyphoidAnnie		131991069	BornToCall	
21375816	TyphoidAnnie		569510579	ZooeySiri	
21375816	TyphoidAnnie		214637103	brockwilbur	
21375816	TyphoidAnnie		578448733	StateOfUsNews	
21375816	TyphoidAnnie		116674891	JonHenryDoc	CA
21375816	TyphoidAnnie		391891226	TNG_S8	
21375816	TyphoidAnnie		23514176	Phil_Thompson	MN
21375816	TyphoidAnnie		19356814	antonejohnson	CA
21375816	TyphoidAnnie		16303106	StephenAtHome	
21375816	TyphoidAnnie		33162603	wlip		CA
21375816	TyphoidAnnie		76406874	The_Corsair	CA
21375816	TyphoidAnnie		31080039	lenadunham	
21375816	TyphoidAnnie		31312972	mradamscott	
21375816	TyphoidAnnie		231902074	cbedgood	
21375816	TyphoidAnnie		108088143	shanolahampton	
21375816	TyphoidAnnie		177788613	TheSkiritae	CA
21375816	TyphoidAnnie		18639249	JibJab		CA
21375816	TyphoidAnnie		22387824	CameronMonaghan	CA
21375816	TyphoidAnnie		21064165	julietlandau	CA
21375816	TyphoidAnnie		20199809	hotdougs	
21375816	TyphoidAnnie		241205343	TheGingerRunner	CA
21375816	TyphoidAnnie		455898758	RoninGrey	
21375816	TyphoidAnnie		18812795	cakewrecks	
21375816	TyphoidAnnie		259916553	jenneedsanap	
21375816	TyphoidAnnie		238456744	stevehowey	
21375816	TyphoidAnnie		176895950	SHO_Shameless	IL
21375816	TyphoidAnnie		107332508	Justingchatwin	CA
21375816	TyphoidAnnie		19329324	ZocDoc		NY
21375816	TyphoidAnnie		20259508	smosier	
21375816	TyphoidAnnie		341218443	AnneWheaton	
21375816	TyphoidAnnie		171772351	mintiiB		MI
