74585956	6191219088	YA: Fair and 59 F at Fullerton Municipal, CA Winds are Calm. The pressure is 1014.6 mb and the humidity is 46%.				Yorba Linda, California
19287919	4377476989	AFH to No. 1 with 4.224. picks up 3 pts in qual. ties Tony Ped for points lead #nhradal	2009-09-25 15:35:01				Yorba Linda, CA
19287919	4380365435	About to start PS Q2 at Motorplex #nhradal	2009-09-25 17:58:11				Yorba Linda, CA
19287919	4381088255	Capps and Downing first out in FC Q2 #nhradal	2009-09-25 18:35:10				Yorba Linda, CA
19287919	4381141786	Capps to No. 1 for now with 4.207 seconds #nhradal	2009-09-25 18:37:57				Yorba Linda, CA
19287919	4381184104	Wow. Toliver 4.163 straight to No. 1. Conditions improving every minute #nhradal	2009-09-25 18:40:12				Yorba Linda, CA
19287919	4381201092	Tim Wilkerson and Matt Hagan next. #nhradal	2009-09-25 18:41:04				Yorba Linda, CA
19287919	4381245000	side by side Hagan and Wilkerson run 4.20s #nhradal	2009-09-25 18:43:22				Yorba Linda, CA
19287919	4381304984	Hight to No. 1 with blistering 4.109 and Neff to No. 3 at 4.181 #nhradal	2009-09-25 18:46:27				Yorba Linda, CA
19287919	4383457899	http://twitpic.com/j5764 - John with aaa texas	2009-09-25 20:36:10				Yorba Linda, CA
19287919	4395143216	John about to warm up	2009-09-26 10:20:08				Yorba Linda, CA
19287919	4396245645	All jfr drivers at ab texas booth #nhradal	2009-09-26 11:15:26				Yorba Linda, CA
19287919	4398512227	Mike Neff about run in Q3 at Texas Motorplex. track is extremely hot. #nhradal	2009-09-26 13:05:45				Yorba Linda, CA
19287919	4416251600	@bpschuck @jfr_racing will pick up pace of tweets on race day. lots of behind the scenes action yesterday that kept tweeting distracted	2009-09-27 08:03:27				Yorba Linda, CA
19287919	4417129308	dry and warming up at Motorplex. #nhradal	2009-09-27 09:03:34				Yorba Linda, CA
19287919	4417136595	Grant Downing is the 124th different driver John Force has faced in competition #nhradal	2009-09-27 09:04:02				Yorba Linda, CA
19287919	4419808584	FC about to get started. three pairs of TF left. #nhradal	2009-09-27 11:26:49				Yorba Linda, CA
19287919	4420541887	Hight vs. Helander up next #nhradal	2009-09-27 12:02:11				Yorba Linda, CA
19287919	4420590602	Hight wins. 4.202 to Leif's 5.889 #nhradal	2009-09-27 12:04:25				Yorba Linda, CA
16704925	3854102325	@kimj_everyday  i am jonesen for a eloptical. Wanna share?	2009-09-08 20:09:00				Yorba Linda, CA
16704925	3854148327	My exercise lately has been climbing up n down ladders n rolling scaffolding.	2009-09-08 20:09:00				Yorba Linda, CA
16704925	3855193378	Dear Moms, Imagine yoirself w 8 kids.  You would smack butts, holler & occasionally bitch slap your loving spouse. Yes?	2009-09-08 21:09:00				Yorba Linda, CA
16704925	3905124230	Support the victims of the September 11 terrorist attack. Add a 9/11 tag to your twitter avatar, http://www.wearredon911.com	2009-09-10 23:09:00				Yorba Linda, CA
16704925	3905289681	@momwifewoman Cystex. In your pharmacy, near the feminine products. Orange & Black box.  Homeopathic remedy that has worked for me for years	2009-09-10 23:09:00				Yorba Linda, CA
16704925	3905393997	@mommybloopers Thank  you for sharing the link.  Also, that is just Bonnies way. Slow and sometimes painful.	2009-09-11 00:09:00				Yorba Linda, CA
16704925	3924864210	@leahpeah tragic. I have some, grab a taxi and you can spend the night on the couch. All the guestrooms are full of kids&grands. sigh	2009-09-11 20:09:00				Yorba Linda, CA
16704925	3962963278	2nd in a row, painting the kitchen. On sunday. Motivation? 400 thou.	2009-09-13 16:09:00				Yorba Linda, CA
16704925	3963000509	& the sexy gpa who is working on the new siding on t front of house...;]	2009-09-13 17:09:00				Yorba Linda, CA
16704925	3974424432	Grand daughter has hot pink bangs, and her piggie tails are tipped w hot pink.	2009-09-14 00:09:00				Yorba Linda, CA
16704925	3974426673	I call her 'pirate pink bangs'.	2009-09-14 00:09:00				Yorba Linda, CA
16704925	3979851930	Guess what  I am doing now? Thats right, going to bp to work on t house. Carpet today. Sigh	2009-09-14 08:09:00				Yorba Linda, CA
16704925	3989484605	Said pirate pink bang to her daddy while visiting him 'No I don't want ranch dressing it tastes like sh*t'.	2009-09-14 16:09:00				Yorba Linda, CA
16704925	3989494014	Her mamma does not say that...	2009-09-14 16:09:00				Yorba Linda, CA
16704925	3989600498	http://twitpic.com/hr3bx - Pirate Pink Bangs	2009-09-14 16:09:00				Yorba Linda, CA
16704925	4000867643	@leah peah  add ice!	2009-09-15 03:09:00				Yorba Linda, CA
16704925	4040824455	Is it possible to catch a sick bug from my twitter friends?	2009-09-16 18:09:00				Yorba Linda, CA
16704925	4062419634	At my crazy dr for a med check. Sigh	2009-09-17 15:09:00				Yorba Linda, CA
16704925	4087457412	Weird!	2009-09-18 15:09:00				Yorba Linda, CA
16704925	4136469542	http://twitpic.com/ij2rh - FW: Driver's Safety	2009-09-20 20:09:00				Yorba Linda, CA
23709424	4021706088	just left the gym! numbaaaaa one hustlaaaa gettin moneyyy	2009-09-15 22:09:00				Yorba Linda, CA
23709424	4023287273	hahaha soooo rich RT @_trishalish I love how Comedy Central is playing the gay fish Kanye West episode all night	2009-09-16 00:09:00				Yorba Linda, CA
23709424	4037722504	starting to get a lillllll stressed about my pharm test at 7am tomorrow eeeek!	2009-09-16 15:09:00				Yorba Linda, CA
23709424	4038547234	my day: study, clean room, eat, study, study, study, drug cards, study, get $ at the gym, shower, eat, study, study, study, study	2009-09-16 16:09:00				Yorba Linda, CA
23709424	4039688852	@ashiepie @missvulcan ok we need to get on that ASAP!	2009-09-16 17:09:00				Yorba Linda, CA
23709424	4039716238	@ashiepie nevermind fool that is only valid until nov 18th.	2009-09-16 17:09:00				Yorba Linda, CA
23709424	4040341654	@missvulcan hunny its only good till nov 18.... lol. and oh allen u did @ urself. i love you tooooo much	2009-09-16 17:09:00				Yorba Linda, CA
23709424	4040704887	@_dook me!! ive been wanting a new tattoo baaaad hahaha	2009-09-16 18:09:00				Yorba Linda, CA
23709424	4042798981	on a scale of 1-10 my stress level is at about a 13.7	2009-09-16 19:09:00				Yorba Linda, CA
23709424	4043746860	if one more person asks me for a fucking favor im gunna snap	2009-09-16 20:09:00				Yorba Linda, CA
23709424	4044409155	@ashiepie hahaha I would give u a loan but I need all the Halloween money I can get!!!	2009-09-16 20:09:00				Yorba Linda, CA
23709424	4044561345	@ashiepie the only thing ur good for is sucking balls and ur not even really good	2009-09-16 21:09:00				Yorba Linda, CA
23709424	4044794704	RT @missvulcan Tweet of the Day! Haha Amazing RT @theSaucyMinx @ashiepie the only thing ur good 4 is sucking balls n ur not even really good	2009-09-16 21:09:00				Yorba Linda, CA
23709424	4044932362	get money mish at the gym!! gooood thing cuz school is making me a crazy person!!	2009-09-16 21:09:00				Yorba Linda, CA
23709424	4046351564	exactly how i feel RT @johncmayer: I'm so tired I swear I just saw a unicorn stitching up its own head wound.	2009-09-16 22:09:00				Yorba Linda, CA
23709424	4046370813	@MrMuki tell us how ya really feel	2009-09-16 22:09:00				Yorba Linda, CA
23709424	4046383742	aaliyah in my ear at the gym. just got straight paid	2009-09-16 22:09:00				Yorba Linda, CA
23709424	4046576090	@MrMuki guess u really is join the get money mish lol	2009-09-16 22:09:00				Yorba Linda, CA
23709424	4046878410	@MrMuki yeah you would for sure be feelin it	2009-09-16 23:09:00				Yorba Linda, CA
23709424	4047096164	my grandpa watching Shakira perform... "she sure is limber" hahaha	2009-09-16 23:09:00				Yorba Linda, CA
952651	3991069171	@MarkToland should be a blast but family and i can't make it.. but we posted about it here -> http://bit.ly/wctPy	2009-09-14 18:09:00				Yorba Linda, CA
952651	3991663118	@kenbrand hey ken how ya doin	2009-09-14 18:09:00				Yorba Linda, CA
952651	3991888013	@kenbrand hanging with @linsey waiting for another customer down the street ... she says HI	2009-09-14 18:09:00				Yorba Linda, CA
952651	3997967813	@EricStegemann :-)	2009-09-14 23:09:00				Yorba Linda, CA
952651	3997983102	@TopBrokerOC Thx	2009-09-14 23:09:00				Yorba Linda, CA
952651	3998768505	Just logged into http://onlineglobegrid.com to find users within miles near me or around me. #Yorba #Linda, #CA	2009-09-15 00:09:00				Yorba Linda, CA
952651	3998846819	@OCRealtress nope me @thepixelmom aren't going to be able to make it	2009-09-15 00:09:00				Yorba Linda, CA
952651	4017633759	I've been wearing my Exchange Guru Hat all day .. hopefully it still does its job	2009-09-15 19:09:00				Yorba Linda, CA
952651	4021876094	hanging with @mblz @aumg @jeffreyyee the Aumnia clan	2009-09-15 22:09:00				Yorba Linda, CA
952651	4022434576	My Lamborghini is running the Suburban Skin so I'm not to flashy	2009-09-15 23:09:00				Yorba Linda, CA
952651	4023570716	@mattwilkins ya, but the Lambo with the Suburban Skin was funnier :-D	2009-09-16 00:09:00				Yorba Linda, CA
952651	4024055753	@MarkGundlach whats ur email .. what ver of Outlook	2009-09-16 01:09:00				Yorba Linda, CA
952651	4031254252	@MarkGundlach sorry, i went to be at 11:30  just sent you email .. look at my signature	2009-09-16 10:09:00				Yorba Linda, CA
952651	4031372981	@Ines one of my customers show me similar product called a mucca from Williams Sonoma .. they are cool and i have to get one	2009-09-16 10:09:00				Yorba Linda, CA
952651	4031729621	@gingerw glad you liked it	2009-09-16 10:09:00				Yorba Linda, CA
952651	4031738680	@gingerw the funny that is.. not the spitting out of the coffee	2009-09-16 10:09:00				Yorba Linda, CA
952651	4031773667	@MyREALTYJon i wonder how many have clicked that link :-D	2009-09-16 10:09:00				Yorba Linda, CA
952651	4037983846	who out there is using the Altos research WP plugin?? if you know anyone can u send me link?	2009-09-16 15:09:00				Yorba Linda, CA
952651	4038093747	@RossTeasley nope ... need a site actually using the plugin	2009-09-16 15:09:00				Yorba Linda, CA
952651	4043855777	so.. I know what a google/organic visitor is..what is a visitor that is flagged as google/referral?   im talking about google analytics	2009-09-16 20:09:00				Yorba Linda, CA
